,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Album hrefs
14087,02 - C0338 - 352_Neyveli_Santhana,2,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,Neyveli Santhanagopalan,https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/352_Neyveli_Santhanagopalan_2002/
13977,01 - C0862 - 371.KALYANI_GANESAN-,2,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,Kalyani Ganesan,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/371.KALYANI_GANESAN-VEENA//
13944,46 - C0060 - 065.N.Ramani-concert,2,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,N Ramani,https://www.sangeethamshare.org/asokan/CARNATIC/065.N.Ramani-concert/
13948,57 - C0316 - 316-Sathur_Sisters-L,1,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,Sathur Sisters,https://www.sangeethamshare.org/sreekanth/316-Sathur_Sisters-Live_Concert1//
14043,01 - C4861 - 4776-CN_Chandrasekha,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,CN Chandrasekharan,https://www.sangeethamshare.org/tvg/UPLOADS-4601---4800/4776-CN_Chandrasekharan-Violin-Ragam_24x7//
13829,01 - C5132 - 5070-Bhushany_Kalyan,1,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,Bhushany Kalyanaraman,https://www.sangeethamshare.org/tvg/UPLOADS-5001---5200/5070-Bhushany_Kalyanaraman/
13925,14 - C0018 - 019_Bangalore_Sringe,2,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/019_Bangalore_SringeriMath_Concert_24Aug08//
14152,17 - C0080 - 081-TMT-National_Pro,2,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,TM Thyagarajan,https://www.sangeethamshare.org/ramasamy_v/081-TMT-National_Programme//
13900,06 - C0602 - 0693_Sri.Manakaal.S.,1,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,Manakaal Rangarajan,https://www.sangeethamshare.org/svasu/UPLOADS-0601-0800/0693_Sri.Manakaal.S.Rangarajan/
13914,10 - C0164 - 160-Balamurali_Risha,2,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,M BalamuraliKrishna,https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/160-Balamurali_Rishabhapriya_RTP_Concert//
13705,01 - C0707 - 207.THIRUVAIYYARU_LI,4,duDukugala_nannE_dorakoDuku,gauLa,tyAgarAja,Various Artists,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/207.THIRUVAIYYARU_LIVE_RELAY_8-1-2007//
14128,07 - C0024 - 02_M.D.Ramanathan,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,MD Ramanathan,https://www.sangeethamshare.org/nagarajan/MDR/02_M.D.Ramanathan//
14008,01 - C2914 - 2509-TNS_Krishna,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,TNS Krishna,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2509-TNS_Krishna//
13867,03 - C0132 - 104-N_RamaNi-Flute-S,1,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,N Ramani,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/104-N_RamaNi-Flute-Sree_RAmasEva_Mandali-BengaLUru-1988//
14073,01 - C6623 - 6434-N_Ravikiran-Chi,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,N Ravikiran,https://www.sangeethamshare.org/tvg/UPLOADS-6401---6600/6434-N_Ravikiran-Chithra_Veena//
13931,15 - C0341 - 337-M.S.Gopalakrishn,2,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,MS Gopalakrishnan,https://www.sangeethamshare.org/muralidaran/Uploads-301-400/337-M.S.Gopalakrishnan-Live_Concert-2//
13760,01 - C0586 - 075.SRIRAM_GANGADHAR,1,mahishAsura_mardani,gauLa,m_dIkshitar,Sriram Gangadharan,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/075.SRIRAM_GANGADHARAN//
14057,01 - C5521 - 5432-Nirmala_Sundara,3,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,Nirmala Sundararajan,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5432-Nirmala_Sundararajan/
14050,01 - C5174 - 12-Gayathri_Girish,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,Gayathri Girish,https://www.sangeethamshare.org/tvg/SEASON_2016/12-Gayathri_Girish/
13802,01 - C2974 - 3023-Chittoor_G_Venk,1,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,Chittoor G Venkatesan,https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3023-Chittoor_G_Venkatesan-Flute//
14127,06 - C0967 - 1084_SheikMehaboobSu,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,Sheik Mehaboob Subhani,https://www.sangeethamshare.org/svasu/UPLOADS-1001-1200/1084_SheikMehaboobSubhani-Nadaswaram-AkashvaniSangeethSamelan//
14129,08 - C0047 - 55-AKC,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,AKC Natarajan,https://www.sangeethamshare.org/kl/55-AKC/
14111,03 - C1031 - 676-BV_rAman-BV_lakS,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,"BV Raman,BV Lakshmanan",https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/676-BV_rAman-BV_lakShmaNan-vocal_duet-Madras-1981/
13874,03 - C0571 - 324-N_ramaNi-Flute-C,3,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,N Ramani,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/324-N_ramaNi-Flute-Cleveland_ArADhana-2011-jayaTV//
13813,01 - C4306 - 4212-Prabhavathi_Gan,1,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,Prabhavathi Ganesan,https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4212-Prabhavathi_Ganesan-Veena//
14215,34 - c0021 - ESS-02,6,tyAgarAja_pAlayashu,gauLa,m_dIkshitar,Emani Sankara Sastry,https://www.sangeethamshare.org/ksomu/Carnatic_Instrumental/Emani_Shankara_Shasthry-Veenai/ESS-02/
13702,14 - C0070 - 071_Dec152012_SriPar,2,bhajarE_mAnasa,gauLa,wAlajApet_venkatramana_bAgavat,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/071_Dec152012_SriParthasarathySwamiSabha_Concert//
14191,57 - C0478 - 478-M_S_Gopalakrishn,2,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,MS Gopalakrishnan,https://www./sangeethamshare.org/sreekanth/478-M_S_Gopalakrishnan_M_Narmadha-Live_Concert1//
13979,01 - c0970 - 483.S.P.RAMH,1,shrI_mahA_gaNapatiravatumAm,gauLa,m_dIkshitar,SP Ramh,https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/483.S.P.RAMH//
13919,10 - C0442 - 447-Aruna_Sairam-Voc,2,praNamAmyaham_shrI_gaurIsutam,gauLa,mysore_vAsudevAcAr,Aruna Sairam,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/447-Aruna_Sairam-Vocal_Srirangam//
504,10 - C0027 - 023-Madurai_Somasund,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Madurai Somasundaram,https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/023-Madurai_Somasundaram_Old__LP//
511,10 - C0582 - 593-Nedunuri_Krishna,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Nedunuri Krishnamurthy,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/593-Nedunuri_Krishnamurthy-Vocal-141180//
922,02 - C0542 - 558_VShankarnarayana,3,shrI_lakshmI_varAham,Abhogi,m_dIkshitar,V Shankaranarayanan,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/558_VShankarnarayanan_pUrvikalyANi_kAmbOdhi/
785,01 - C4741 - 4654-AS_Murali,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,AS Murali,https://www.sangeethamshare.org/tvg/UPLOADS-4601---4800/4654-AS_Murali//
840,05 - C0002 - 02-LG-GD-Pollachi,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Lalgudi Jayaraman,https://www.sangeethamshare.org/sridharan/02-LG-GD-Pollachi/
429,01 - C1889 - 055.SAI_NARASIMHAN_F,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Sai Narasimhan,https://www.sangeethamshare.org/tvg/SEASON_2007/055.SAI_NARASIMHAN_FLUTE//
763,01 - c2624 - 2632-TV_Ramanujachar,1,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,TV Ramanujacharlu,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2632-TV_Ramanujacharyalu-Violin_Solo//
844,06 - C0345 - 0405-NEYVELI_SANTHAN,6,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Neyveli Santhanagopalan,https://www.sangeethamshare.org/svasu/UPLOADS-0401-0600/0405-NEYVELI_SANTHANAGOPALAN-6/
583,57 - C0415 - 415-Thanjavur_Kalyan,5,manasAvrtA_garvamEtikE,Abhogi,patnam_subhramanya_iyer,Tanjore S Kalyanaraman,https://www./sangeethamshare.org/sreekanth/415-Thanjavur_Kalyanaraman-Live_Concert4//
577,01 - C3991 - 3931-Vasundhra_Rajag,2,manasAvrtA_garvamEtikE,Abhogi,patnam_subhramanya_iyer,Vasundhra Rajagopal,https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3931-Vasundhra_Rajagopal//
881,34 - C0051 - LGJ-24,72,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Lalgudi Jayaraman,https://www.sangeethamshare.org/ksomu/Carnatic_Instrumental/Lalgudi.G.Jayaraman-Violin/LGJ-24/
678,01 - C5637 - 5552-Vijayalakshmy_S,6,nekkurugi_unnai,Abhogi,pApanAsam_sivan,Vijayalakshmy Subramaniam,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5552-Vijayalakshmy_Subramaniam//
679,01 - C5775 - 5653-Thiruvarur_S_Se,3,nekkurugi_unnai,Abhogi,pApanAsam_sivan,Thiruvarur S Sethuraman,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5653-Thiruvarur_S_Sethuraman-SP_Viswalingam//
643,03 - C1092 - 739-TR_subrahmaNyam-,5,nannu_brOva_nIkinta,Abhogi,tyAgarAja,TR Subramaniam,https://www./sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/739-TR_subrahmaNyam-vocal-Detroit//
595,01 - C3252 - 3192-Sreyas_Narayanu,4,manasu_nilpa_shakti,Abhogi,tyAgarAja,Sreyas Narayanun,https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3192-Sreyas_Narayanun//
743,01 - c1083 - 599.PALGHAT_K.V.NARA,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Palghat KV Narayanaswamy,https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/599.PALGHAT_K.V.NARAYANASWAMY//
918,02 - C0288 - 302_Karukurichi_P_Ar,3,shrI_lakshmI_varAham,Abhogi,m_dIkshitar,Karukuruchi Arunachalam,https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/302_Karukurichi_P_Arunachalam_shankarabharana_N.Bhairavi/
618,01 - C0467 - 1507-Semmangudi_R_Sr,2,nannu_brOva_nIkinta,Abhogi,tyAgarAja,Semmangudi Srinivasa Iyer,https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1507-Semmangudi_R_Srinivasa_Iyer-Podhigai_TV_Audio/
578,01 - C4228 - 4133-S_Sowmya,1,manasAvrtA_garvamEtikE,Abhogi,patnam_subhramanya_iyer,S Sowmya,https://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4133-S_Sowmya//
451,01 - C4055 - 3999-GN_Balasubraman,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,GN Balasubramaniam,https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3999-GN_Balasubramaniam//
632,01 - C4239 - 4142-HK_Narasimhamur,2,nannu_brOva_nIkinta,Abhogi,tyAgarAja,HK Narasimhamurthy,https://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4142-HK_Narasimhamurthy-Violin-FM_Amruthavarshini//
830,03 - C0551 - 307-MS_subbulakshmi-,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,MS Subbulakshmi,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/307-MS_subbulakshmi-shivarAthri-dhoor_dharshan_brcast//
908,01 - C2834 - 2866-Namagiripettai_,2,shrI_lakshmI_varAham,Abhogi,m_dIkshitar,Namagiripettai Krishnan,https://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2866-Namagiripettai_Krishnan-Nadaswaram-AIR_Isai_Vizha_1983//
522,17 - C0103 - 104-U-Srinivas-USA,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,U Shrinivas,https://www.sangeethamshare.org/ramasamy_v/104-U-Srinivas-USA//
459,01 - C5655 - 5572-Madurai_GS_Mani,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Madurai GS Mani,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5572-Madurai_GS_Mani//
848,06 - c0733 - 0831_Sri.S.N.Sathyam,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,SN SathyaMurthy,https://www.sangeethamshare.org/svasu/UPLOADS-0801-1000/0831_Sri.S.N.Sathyamurthy-Veena/
435,01 - C2336 - 2310-N_Ravikiran-Chi,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,N Ravikiran,https://www.sangeethamshare.org/tvg/UPLOADS-2201---2400/2310-N_Ravikiran-Chithra_Veena-Podhigai_TV_Isai_Charal_Audio//
820,02 - C0500 - 516_PattabhiramaPand,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Pattabhirama Pandit,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/516_PattabhiramaPandit_shaNmukhapriya_pUrvikalyANi/
510,10 - C0445 - 450-Papanasam_Vijaya,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Papanasam Vijayalakshmi,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/450-Papanasam_Vijayalakshmi-Vocal//
660,23 - C0220 - 233_Balamuralikrishn,5,nannu_brOva_nIkinta,Abhogi,tyAgarAja,M BalamuraliKrishna,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/233_Balamuralikrishna-abhOgi//
836,03 - C0865 - 512-S_rAmanAThan-voc,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,S Ramanathan,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/512-S_rAmanAThan-vocal-Music_Academy-1980//
532,25 - C0019 - 05-U.Srinivas,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,U Shrinivas,https://www.sangeethamshare.org/gvr/Concerts/05-U.Srinivas//
538,43 - C0003 - KT02_MDR_MC,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,MD Ramanathan,https://www.sangeethamshare.org/kumar/Vocal/MDR/KT02_MDR_MC//
946,01 - C1560 - 07-Nithyasree_Mahade,1,tanjam_enrAlE-VARNAM,Abhogi,pApanAsam_sivan,Nithyasri Mahadevan,https://www.sangeethamshare.org/tvg/SEASON_2010/07-Nithyasree_Mahadevan//
629,01 - C2635 - 2643-Ranjani_Gurupra,2,nannu_brOva_nIkinta,Abhogi,tyAgarAja,Ranjani Guruprasad,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2643-Ranjani_Guruprasad//
807,01 - C6194 - 6040-Nagai_R_Muralid,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Nagai R Muralidharan,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6040-Nagai_R_Muralidharan-Violin//
758,01 - C2277 - 038-Prapancham_S_Bal,6,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Prapancham S Balachandran,https://www.sangeethamshare.org/tvg/SEASON_2011/038-Prapancham_S_Balachandran-Flute//
899,01 - C0981 - 2159-Subbalakshmi_Sw,2,shrI_lakshmI_varAham,Abhogi,m_dIkshitar,Subbalakshmi Swaminathan,https://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2159-Subbalakshmi_Swaminathan//
693,10 - C0168 - 164-Karukuruchi_Arun,11,nekkurugi_unnai,Abhogi,pApanAsam_sivan,Karukuruchi Arunachalam,https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/164-Karukuruchi_Arunachalam-Nadaswaram//
615,46 - C0018 - 021-MMI-Radio-Sangee,3,manasu_nilpa_shakti,Abhogi,tyAgarAja,Madurai Mani Iyer,https://www.sangeethamshare.org/asokan/CARNATIC/021-MMI-Radio-Sangeet-Sammelan-1959/
764,01 - C2638 - 2646-Subbalakshmi_Sw,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Subbalakshmi Swaminathan,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2646-Subbalakshmi_Swaminathan//
460,01 - C6051 - 30-Shobana_Vignesh-P,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Shobana Vignesh,https://www.sangeethamshare.org/tvg/SEASON_2018/30-Shobana_Vignesh-Podhigai_TV_Live_relay//
852,10 - C0167 - 163-TMTyagarajan-Fes,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,TM Thyagarajan,https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/163-TMTyagarajan-Fest//
648,10 - C0532 - 543-M_Balamuralikris,3,nannu_brOva_nIkinta,Abhogi,tyAgarAja,M Balamuralikrishna,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/543-M_Balamuralikrishna-Vocal//
490,03 - C0606 - 347-Priya_sisters-vo,2,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Priya Sisters,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/347-Priya_sisters-vocal_duet-Augusta_GA-USA-2011/
415,01 - c0606 - 099.SANDHYAVANDANAM_,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Sandhyavandanam Srinivasa Rao,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/099.SANDHYAVANDANAM_SRINIVASA_RAO//
869,15 - C0286 - 282-Madurai_Mani_Iye,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Madurai Mani Iyer,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/282-Madurai_Mani_Iyer-AIR_Concert-8//
796,01 - C5576 - 5489-TS_Pattabhirama,1,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Pattabhirama Pandit,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5489-TS_Pattabhirama_Pandit//
867,15 - C0060 - 060-M.S.Subbulakshmi,4,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,MS Subbulakshmi,https://www.sangeethamshare.org/muralidaran/Uploads-001-100/060-M.S.Subbulakshmi-Live-Concert-1979//
516,14 - C0033 - 034_Sep032009-Madura,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/034_Sep032009-Madurai-Private-concert//
811,01 - C6555 - 6364-JB_Sruthisagar-,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,JB Sruthisagar,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6364-JB_Sruthisagar-Flute-TV_Audio//
594,01 - C3201 - 026-K_Gayathri,2,manasu_nilpa_shakti,Abhogi,tyAgarAja,K Gayathri,https://www.sangeethamshare.org/tvg/SEASON_2013/026-K_Gayathri//
644,03 - C1122 - 769-RK_shrIkanTan-vo,5,nannu_brOva_nIkinta,Abhogi,tyAgarAja,RK Srikantan,https://www./sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/769-RK_shrIkanTan-vocal-bengaLUru//
558,57 - C0491 - 491-Mandolin_U_Srini,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,U Shrinivas,https://www./sangeethamshare.org/sreekanth/491-Mandolin_U_Srinivas-Live_Concert6//
546,57 - C0121 - 121-Ranganayaki_Raja,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Ranganayaki Rajagopalan,https://www.sangeethamshare.org/sreekanth/121-Ranganayaki_Rajagopalan-Live_Concert1//
426,01 - C1661 - 1735-Seetha_Narayana,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Seetha Narayanan,https://www.sangeethamshare.org/tvg/UPLOADS-1601---1800/1735-Seetha_Narayanan//
775,01 - C3505 - 3468-TS_Pattabhirama,1,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Pattabhirama Pandit,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3468-TS_Pattabhirama_Pandit-DTH//
597,01 - C4227 - 4132-GN_Balasubraman,4,manasu_nilpa_shakti,Abhogi,tyAgarAja,GN Balasubramaniam,https://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4132-GN_Balasubramaniam//
810,01 - C6329 - 6178-Vasantha_Kannan,4,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Vasantha Kannan,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6178-Vasantha_Kannan-Violin//
727,01 - C3832 - 3767-TN_Seshagopalan,3,rAgam_tAnam_pallavi,Abhogi,Own/Others,TN Seshagopalan,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3767-TN_Seshagopalan-TV_Audio//
492,03 - C0766 - 425-aruNa_sAirAm-voc,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Aruna Sairam,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/425-aruNa_sAirAm-vocal-CA-USA-2003//
703,57 - C0140 - 140-DK_Jayaraman-Liv,12,nekkurugi_unnai,Abhogi,pApanAsam_sivan,DK Jayaraman,https://www.sangeethamshare.org/sreekanth/140-DK_Jayaraman-Live_Concert7//
835,03 - C0852 - 499-AKC_natarAjan-Cl,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,AKC Natarajan,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/499-AKC_natarAjan-Clarinet-Dayton_OH-1978//
875,23 - C0021 - 023-S-Rajam-USA-1982,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,S Rajam,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/023-S-Rajam-USA-1982-20.10.06/
748,01 - c1289 - 0826.ARUNA_SAIYEERAM,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Aruna Sairam,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0826.ARUNA_SAIYEERAM//
670,01 - c0648 - 144.LALITHA-SIVAKUMA,3,nekkurugi_unnai,Abhogi,pApanAsam_sivan,Lalitha Sivakumar,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/144.LALITHA-SIVAKUMAR//
424,01 - C1416 - 0963.R.Ganesh-R.Kuma,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,"Ganesh,Kumaresh",https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0963.R.Ganesh-R.Kumaresh-Violin_Duet-National_Programme//
853,10 - C0252 - 249-MLVasantakumari-,5,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,ML Vasanthakumari,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/249-MLVasantakumari-Chembur_Concert//
880,24 - C0016 - 016-MDR,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,MD Ramanathan,https://www.sangeethamshare.org/vignesh/Uploads_001-200/016-MDR//
489,03 - C0394 - 253-Priya_Sisters-Vo,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Priya Sisters,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/253-Priya_Sisters-Vocal_duet-SRSM_BengaLUru-2005//
556,57 - C0302 - 302-Rudrapatnam_Brot,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Rudrapatnam Brothers,https://www.sangeethamshare.org/sreekanth/302-Rudrapatnam_Brothers-Live_Concert1//
479,02 - C0486 - 502_neyyATTinkara_vA,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Neyyattinkara Vasudevan,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/502_neyyATTinkara_vAsudEvan_kAmavardhini/
788,01 - C4945 - 4862-M_Sudhakar-Raga,2,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,M Sudhakar,https://www.sangeethamshare.org/tvg/UPLOADS-4801---5000/4862-M_Sudhakar-Ragam_24x7/
781,01 - C3829 - 3764-Mambalam_MKS_Si,3,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Mambalam MKS Siva,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3764-Mambalam_MKS_Siva-Nadaswaram//
599,01 - C5511 - 5422-A_Kanyakumari-V,2,manasu_nilpa_shakti,Abhogi,tyAgarAja,A Kanyakumari,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5422-A_Kanyakumari-Violin/
654,22 - C0021 - 021_BMK_A-Compilatio,7,nannu_brOva_nIkinta,Abhogi,tyAgarAja,M BalamuraliKrishna,https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/021_BMK_A-Compilation-from-Live-Concerts_Bangalore_1982_Part-1-of-2/
850,08 - C0033 - 37-MMI-TC-PMI,1,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Madurai Mani Iyer,https://www.sangeethamshare.org/kl/37-MMI-TC-PMI/
514,14 - C0005 - 006_Mar172008_concer,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/006_Mar172008_concert_at_KagaBhujandarTemple//
941,01 - C4992 - 4914-AKC_Natarajan-C,1,tAmasamika_tALanu,Abhogi,GN_bAlasubramanian,AKC Natarajan,https://www.sangeethamshare.org/tvg/UPLOADS-4801---5000/4914-AKC_Natarajan-Clarinet-Ragam_24x7/
634,01 - C4668 - 4580-A_Ananthapadman,3,nannu_brOva_nIkinta,Abhogi,tyAgarAja,A Ananthapadmanabhan,https://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4580-A_Ananthapadmanabhan-Veena-SRSN_TV_Audio//
